http://astrothesaurus.org/uat/990;Nubeculae Magellani;Two irregular satellite galaxies of our own Galaxy which are visible from the Southern Hemisphere as misty patches in the night sky.
http://astrothesaurus.org/uat/1042;C h_4;A colorless, odorless, inflammable gas of formula CH4; the simplest hydrocarbon.
http://astrothesaurus.org/uat/1042;C h4;A colorless, odorless, inflammable gas of formula CH4; the simplest hydrocarbon.
http://astrothesaurus.org/uat/982;M-type main sequence stars;A star whose spectrum is dominated by the absorption bands of titanium oxide (TiO) and vanadium oxide (VO) and has many neutral metal lines. The effective temperature of M dwarfs ranges from about 3850 to 2600 K. They are low mass stars with masses ranging from 0.6 times that of the Sun at spectral type M0 to less than 0.1 solar masses. M dwarfs are very abundant, they account for about 70-80% of stars in the Galactic disk. The nearest star to the Sun, Proxima Centauri, is an M dwarf.
http://astrothesaurus.org/uat/982;Red dwarfs;A star whose spectrum is dominated by the absorption bands of titanium oxide (TiO) and vanadium oxide (VO) and has many neutral metal lines. The effective temperature of M dwarfs ranges from about 3850 to 2600 K. They are low mass stars with masses ranging from 0.6 times that of the Sun at spectral type M0 to less than 0.1 solar masses. M dwarfs are very abundant, they account for about 70-80% of stars in the Galactic disk. The nearest star to the Sun, Proxima Centauri, is an M dwarf.
http://astrothesaurus.org/uat/982;M dwarfs;A star whose spectrum is dominated by the absorption bands of titanium oxide (TiO) and vanadium oxide (VO) and has many neutral metal lines. The effective temperature of M dwarfs ranges from about 3850 to 2600 K. They are low mass stars with masses ranging from 0.6 times that of the Sun at spectral type M0 to less than 0.1 solar masses. M dwarfs are very abundant, they account for about 70-80% of stars in the Galactic disk. The nearest star to the Sun, Proxima Centauri, is an M dwarf.
http://astrothesaurus.org/uat/982;M-type dwarf stars;A star whose spectrum is dominated by the absorption bands of titanium oxide (TiO) and vanadium oxide (VO) and has many neutral metal lines. The effective temperature of M dwarfs ranges from about 3850 to 2600 K. They are low mass stars with masses ranging from 0.6 times that of the Sun at spectral type M0 to less than 0.1 solar masses. M dwarfs are very abundant, they account for about 70-80% of stars in the Galactic disk. The nearest star to the Sun, Proxima Centauri, is an M dwarf.
http://astrothesaurus.org/uat/982;M-type dwarfs;A star whose spectrum is dominated by the absorption bands of titanium oxide (TiO) and vanadium oxide (VO) and has many neutral metal lines. The effective temperature of M dwarfs ranges from about 3850 to 2600 K. They are low mass stars with masses ranging from 0.6 times that of the Sun at spectral type M0 to less than 0.1 solar masses. M dwarfs are very abundant, they account for about 70-80% of stars in the Galactic disk. The nearest star to the Sun, Proxima Centauri, is an M dwarf.
http://astrothesaurus.org/uat/985;M-type stars;A cool, red star of spectral type M with a surface temperatures of less than 3600 K. The spectra of M stars are dominated by molecular bands, especially those of TiO. Naked-eye examples are Betelgeuse and Antares.
http://astrothesaurus.org/uat/985;Class M stars;A cool, red star of spectral type M with a surface temperatures of less than 3600 K. The spectra of M stars are dominated by molecular bands, especially those of TiO. Naked-eye examples are Betelgeuse and Antares.
http://astrothesaurus.org/uat/968;Phase moon;One of the various changes in the apparent shape of the Moon, because as the Moon orbits the Earth different amounts of its illuminated part are facing us. The phases of the Moon include: the new moon, waxing crescent, first quarter, waxing gibbous, full moon, waning gibbous, last quarter, waning crescent, and new moon again.
http://astrothesaurus.org/uat/961;Moon mare;Areas on the surface of the Moon that appears darker and smoother than their surroundings. Once thought to be seas, lunar maria are now known to be basaltic basins created by volcanic lava floods.
http://astrothesaurus.org/uat/961;Lunar mare;Areas on the surface of the Moon that appears darker and smoother than their surroundings. Once thought to be seas, lunar maria are now known to be basaltic basins created by volcanic lava floods.
http://astrothesaurus.org/uat/961;Moon seas;Areas on the surface of the Moon that appears darker and smoother than their surroundings. Once thought to be seas, lunar maria are now known to be basaltic basins created by volcanic lava floods.
http://astrothesaurus.org/uat/961;Moon maria;Areas on the surface of the Moon that appears darker and smoother than their surroundings. Once thought to be seas, lunar maria are now known to be basaltic basins created by volcanic lava floods.
http://astrothesaurus.org/uat/961;Lunar seas;Areas on the surface of the Moon that appears darker and smoother than their surroundings. Once thought to be seas, lunar maria are now known to be basaltic basins created by volcanic lava floods.
http://astrothesaurus.org/uat/541;Flash spectrum;The spectrum of the solar chromosphere obtained during a solar eclipse in the instant before or after totality. In the flash spectrum the usual solar absorption lines are replaced with bright emission lines. This is because in that very short interval only the photosphere is eclipsed by the Moon, and not the chromosphere. The American astronomer Charles A. Young was the first to observe it during the solar eclipse of 1870 (December 22) in Spain.
http://astrothesaurus.org/uat/1095;Nebula;A cloud of gas and dust in the interstellar space.
http://astrothesaurus.org/uat/1092;Near-Earth comets;An asteroid, comet, or large meteoroid whose orbit brings it exceptionally close to the Earth, and which may therefore pose a collision danger. Most such objects are in orbits around the Sun with perihelion distance less than 1.3 astronomical units. 
http://astrothesaurus.org/uat/1092;Near-Earth asteroids;An asteroid, comet, or large meteoroid whose orbit brings it exceptionally close to the Earth, and which may therefore pose a collision danger. Most such objects are in orbits around the Sun with perihelion distance less than 1.3 astronomical units. 
http://astrothesaurus.org/uat/1092;NECs;An asteroid, comet, or large meteoroid whose orbit brings it exceptionally close to the Earth, and which may therefore pose a collision danger. Most such objects are in orbits around the Sun with perihelion distance less than 1.3 astronomical units. 
http://astrothesaurus.org/uat/1092;Near Earth objects;An asteroid, comet, or large meteoroid whose orbit brings it exceptionally close to the Earth, and which may therefore pose a collision danger. Most such objects are in orbits around the Sun with perihelion distance less than 1.3 astronomical units. 
http://astrothesaurus.org/uat/1092;NEOs;An asteroid, comet, or large meteoroid whose orbit brings it exceptionally close to the Earth, and which may therefore pose a collision danger. Most such objects are in orbits around the Sun with perihelion distance less than 1.3 astronomical units. 
http://astrothesaurus.org/uat/535;Filamentary nebula;A type of nebula, generally ionized, consisting of filament-like structures of gas, such as the Veil Nebula (NGC 6960) or the supernova remnant IC 443.
http://astrothesaurus.org/uat/532;Fibrills;A linear pattern in the chromosphere of the Sun, as seen through an H-alpha filter, occurring near strong sunspots and plages or in filament channels. They are magnetically confined tubes of hot plasma. Individually, they are about 10,000 km long and last for 10 to 20 minutes.
http://astrothesaurus.org/uat/534;Fields of view;The entire angular expanse of the sky viewed by an optical instrument.
http://astrothesaurus.org/uat/534;Fields of vision;The entire angular expanse of the sky viewed by an optical instrument.
http://astrothesaurus.org/uat/534;Field of vision;The entire angular expanse of the sky viewed by an optical instrument.
http://astrothesaurus.org/uat/534;FOV;The entire angular expanse of the sky viewed by an optical instrument.
http://astrothesaurus.org/uat/1082;N body problem;The mathematical problem of studying the behavior (e.g., velocities, positions) of any number of objects moving under their mutual gravitational attraction for any time in the past or future.
http://astrothesaurus.org/uat/1089;Secondary planets;A solar system object that revolves around a primary body and is not man made.
http://astrothesaurus.org/uat/1089;Planetary satellites;A solar system object that revolves around a primary body and is not man made.
http://astrothesaurus.org/uat/1089;Moons (Solar system);A solar system object that revolves around a primary body and is not man made.
http://astrothesaurus.org/uat/1089;Planet satellites;A solar system object that revolves around a primary body and is not man made.
http://astrothesaurus.org/uat/549;Interstellar planets;A population of substellar objects which are not bound to stars; they are detected in young star clusters. Their masses, estimated from their fluxes, is several Jupiter masses, lower than those of brown dwarfs. Their formation is not yet explained. Among the envisaged possibilities: 1) These objects form like stars, from protostellar core collapse and subsequent accretion; 2) they form as low-mass members of small groups, and are ejected from the group; 3) they form like planets within circumstellar disks of higher-mass objects, but are ejected either due to internal dynamics or external interactions.
http://astrothesaurus.org/uat/549;Rogue planets;A population of substellar objects which are not bound to stars; they are detected in young star clusters. Their masses, estimated from their fluxes, is several Jupiter masses, lower than those of brown dwarfs. Their formation is not yet explained. Among the envisaged possibilities: 1) These objects form like stars, from protostellar core collapse and subsequent accretion; 2) they form as low-mass members of small groups, and are ejected from the group; 3) they form like planets within circumstellar disks of higher-mass objects, but are ejected either due to internal dynamics or external interactions.
http://astrothesaurus.org/uat/549;Free-floating planets;A population of substellar objects which are not bound to stars; they are detected in young star clusters. Their masses, estimated from their fluxes, is several Jupiter masses, lower than those of brown dwarfs. Their formation is not yet explained. Among the envisaged possibilities: 1) These objects form like stars, from protostellar core collapse and subsequent accretion; 2) they form as low-mass members of small groups, and are ejected from the group; 3) they form like planets within circumstellar disks of higher-mass objects, but are ejected either due to internal dynamics or external interactions.
http://astrothesaurus.org/uat/549;Nomad planets;A population of substellar objects which are not bound to stars; they are detected in young star clusters. Their masses, estimated from their fluxes, is several Jupiter masses, lower than those of brown dwarfs. Their formation is not yet explained. Among the envisaged possibilities: 1) These objects form like stars, from protostellar core collapse and subsequent accretion; 2) they form as low-mass members of small groups, and are ejected from the group; 3) they form like planets within circumstellar disks of higher-mass objects, but are ejected either due to internal dynamics or external interactions.
http://astrothesaurus.org/uat/549;Orphan planets;A population of substellar objects which are not bound to stars; they are detected in young star clusters. Their masses, estimated from their fluxes, is several Jupiter masses, lower than those of brown dwarfs. Their formation is not yet explained. Among the envisaged possibilities: 1) These objects form like stars, from protostellar core collapse and subsequent accretion; 2) they form as low-mass members of small groups, and are ejected from the group; 3) they form like planets within circumstellar disks of higher-mass objects, but are ejected either due to internal dynamics or external interactions.
http://astrothesaurus.org/uat/995;Cobalt stars;A star whose spectral lines show the Zeeman effect.
http://astrothesaurus.org/uat/526;Fanaroff-Riley class II;Analyzing a sample of 57 radio galaxies from the 3CR catalogue, which were clearly resolved at 1.4 GHz or 5 GHz, Fanaroff & Riley (1974) discovered that the relative positions of regions of high and low surface brightness in the lobes of extragalactic radio sources are correlated with their radio luminosity. They divided the sample into two classes using the ratio RFR of the distance between the regions of highest surface brightness on opposite sides of the central galaxy or quasar, to the total extent of the source up to the lowest brightness contour in the map. Fanaroff-Riley Class I (FR-I) , Fanaroff-Riley Class II (FR-II). The boundary between the two classes is not very sharp, and there is some overlap in the luminosities of sources classified as FR-I or FR-II on the basis of their structures. The physical cause of the FR-I/II dichotomy probably lies in the type of flow in the radio jets.
http://astrothesaurus.org/uat/526;Fanaroff-Riley class I;Analyzing a sample of 57 radio galaxies from the 3CR catalogue, which were clearly resolved at 1.4 GHz or 5 GHz, Fanaroff & Riley (1974) discovered that the relative positions of regions of high and low surface brightness in the lobes of extragalactic radio sources are correlated with their radio luminosity. They divided the sample into two classes using the ratio RFR of the distance between the regions of highest surface brightness on opposite sides of the central galaxy or quasar, to the total extent of the source up to the lowest brightness contour in the map. Fanaroff-Riley Class I (FR-I) , Fanaroff-Riley Class II (FR-II). The boundary between the two classes is not very sharp, and there is some overlap in the luminosities of sources classified as FR-I or FR-II on the basis of their structures. The physical cause of the FR-I/II dichotomy probably lies in the type of flow in the radio jets.
http://astrothesaurus.org/uat/526;Fanaroff Riley class II;Analyzing a sample of 57 radio galaxies from the 3CR catalogue, which were clearly resolved at 1.4 GHz or 5 GHz, Fanaroff & Riley (1974) discovered that the relative positions of regions of high and low surface brightness in the lobes of extragalactic radio sources are correlated with their radio luminosity. They divided the sample into two classes using the ratio RFR of the distance between the regions of highest surface brightness on opposite sides of the central galaxy or quasar, to the total extent of the source up to the lowest brightness contour in the map. Fanaroff-Riley Class I (FR-I) , Fanaroff-Riley Class II (FR-II). The boundary between the two classes is not very sharp, and there is some overlap in the luminosities of sources classified as FR-I or FR-II on the basis of their structures. The physical cause of the FR-I/II dichotomy probably lies in the type of flow in the radio jets.
http://astrothesaurus.org/uat/526;Fanaroff Riley class I;Analyzing a sample of 57 radio galaxies from the 3CR catalogue, which were clearly resolved at 1.4 GHz or 5 GHz, Fanaroff & Riley (1974) discovered that the relative positions of regions of high and low surface brightness in the lobes of extragalactic radio sources are correlated with their radio luminosity. They divided the sample into two classes using the ratio RFR of the distance between the regions of highest surface brightness on opposite sides of the central galaxy or quasar, to the total extent of the source up to the lowest brightness contour in the map. Fanaroff-Riley Class I (FR-I) , Fanaroff-Riley Class II (FR-II). The boundary between the two classes is not very sharp, and there is some overlap in the luminosities of sources classified as FR-I or FR-II on the basis of their structures. The physical cause of the FR-I/II dichotomy probably lies in the type of flow in the radio jets.
http://astrothesaurus.org/uat/907;Late type galaxies;In the Hubble classification, a galaxy on the left part of the Hubble sequence.
http://astrothesaurus.org/uat/909;Late type stars;A star of spectral type K, M, S, or C, with a surface temperature lower than that of the Sun.
http://astrothesaurus.org/uat/909;Cool stars;A star of spectral type K, M, S, or C, with a surface temperature lower than that of the Sun.
http://astrothesaurus.org/uat/903;LMC;The larger of the two Magellanic Cloud galaxies visible in the southern hemisphere at about 22 degrees from the South Celestial Pole. It is approximately on the border between the constellations Dorado and Mensa in a region of faint stars. The center of the LMC is approximately RA: 5h 23m 35s, dec: -69° 45' 22''. The LMC shines with a total apparent visual magnitude of approximately zero. It spans an area of the sky about 9 by 11 degrees, corresponding to about 30,000 light-years across in the longest dimension, for a distance of some 162,000 light-years. It has a visible mass of about one-tenth that of our own Galaxy (10^10 M_sun). The LMC and its twin, the Small Magellanic Cloud, are two of our most prominent Galactic neighbors. The LMC is classified as a disrupted barred spiral galaxy of type SBm, the prototype of a class of Magellanic spirals. The galaxy is characterized by a prominent offset stellar bar located near its center with the dominant spiral arm to the north with two "embryonic" arms situated to the south. The metallicity in the LMC is known to be lower than in the solar neighborhood by a factor 2 or more. Based on 20 eclipsing binary systems, the distance to the LMC is measured to one percent precision to be 49.59±0.09 (statistical) ±0.54 (systematic) kpc.
http://astrothesaurus.org/uat/903;L m c;The larger of the two Magellanic Cloud galaxies visible in the southern hemisphere at about 22 degrees from the South Celestial Pole. It is approximately on the border between the constellations Dorado and Mensa in a region of faint stars. The center of the LMC is approximately RA: 5h 23m 35s, dec: -69° 45' 22''. The LMC shines with a total apparent visual magnitude of approximately zero. It spans an area of the sky about 9 by 11 degrees, corresponding to about 30,000 light-years across in the longest dimension, for a distance of some 162,000 light-years. It has a visible mass of about one-tenth that of our own Galaxy (10^10 M_sun). The LMC and its twin, the Small Magellanic Cloud, are two of our most prominent Galactic neighbors. The LMC is classified as a disrupted barred spiral galaxy of type SBm, the prototype of a class of Magellanic spirals. The galaxy is characterized by a prominent offset stellar bar located near its center with the dominant spiral arm to the north with two "embryonic" arms situated to the south. The metallicity in the LMC is known to be lower than in the solar neighborhood by a factor 2 or more. Based on 20 eclipsing binary systems, the distance to the LMC is measured to one percent precision to be 49.59±0.09 (statistical) ±0.54 (systematic) kpc.
http://astrothesaurus.org/uat/1914;Fitting;A method for fitting a curve through a set of points using some goodness-of-fit criterion. The most common type of regression is linear regression.
http://astrothesaurus.org/uat/939;LMXB;A member of one of the two main classes of X-ray binary systems where one of the components is a neutron star or black hole and the other component a low-mass star with a spectral type A or later. LMXBs mainly emit soft X-rays. The ratio of their optical to X-ray luminosities is less than 0.1. They belong to old stellar populations with ages 5-15 x 10^9 years and are found in globular clusters and in the bulge of our Milky Way galaxy; some are also found in the disk. Hercules X-1 is an example of LMXBs.
http://astrothesaurus.org/uat/939;Low-mass X-ray binaries;A member of one of the two main classes of X-ray binary systems where one of the components is a neutron star or black hole and the other component a low-mass star with a spectral type A or later. LMXBs mainly emit soft X-rays. The ratio of their optical to X-ray luminosities is less than 0.1. They belong to old stellar populations with ages 5-15 x 10^9 years and are found in globular clusters and in the bulge of our Milky Way galaxy; some are also found in the disk. Hercules X-1 is an example of LMXBs.
http://astrothesaurus.org/uat/939;LMXBs;A member of one of the two main classes of X-ray binary systems where one of the components is a neutron star or black hole and the other component a low-mass star with a spectral type A or later. LMXBs mainly emit soft X-rays. The ratio of their optical to X-ray luminosities is less than 0.1. They belong to old stellar populations with ages 5-15 x 10^9 years and are found in globular clusters and in the bulge of our Milky Way galaxy; some are also found in the disk. Hercules X-1 is an example of LMXBs.
http://astrothesaurus.org/uat/935;Long period variables;A type of variable star in which variations in brightness occur over long time-scales of months or years. The term generally refers to Mira variable types.
http://astrothesaurus.org/uat/935;Long-period variables;A type of variable star in which variations in brightness occur over long time-scales of months or years. The term generally refers to Mira variable types.
http://astrothesaurus.org/uat/946;LIRGs;A galaxy that emits most of its energy in the infrared and whose infrared luminosity (in the 8-1000 µm range) is more than 10^11 solar luminosities.
http://astrothesaurus.org/uat/946;IRAS galaxies;A galaxy that emits most of its energy in the infrared and whose infrared luminosity (in the 8-1000 µm range) is more than 10^11 solar luminosities.
http://astrothesaurus.org/uat/946;LIRG;A galaxy that emits most of its energy in the infrared and whose infrared luminosity (in the 8-1000 µm range) is more than 10^11 solar luminosities.
http://astrothesaurus.org/uat/949;Lunar cratering;A bowl-like depression on the rigid surface of the Moon, usually caused by the high-speed impact of a colliding object.
http://astrothesaurus.org/uat/944;LBV;A high-luminosity variable star, which represents a transition phase in the life of a massive star when it evolves off the main sequence to become a supernova. Only about a dozen confirmed luminous blue variable stars are presently known in our Galaxy.
http://astrothesaurus.org/uat/944;Luminous blue variables;A high-luminosity variable star, which represents a transition phase in the life of a massive star when it evolves off the main sequence to become a supernova. Only about a dozen confirmed luminous blue variable stars are presently known in our Galaxy.
http://astrothesaurus.org/uat/940;Ultradiffuse galaxies;A member of a particularly faint population of galaxies with a central surface brightness below the brightness of the background sky. The central regions of many of them resemble a dwarf galaxy, but most of the mass is contained in a large gaseous disk of low density that is observable only with long-exposure optical images or at radio wavelengths. Some are as massive as a large spiral galaxy, for example Malin 1. The proportion of LSBGs relative to normal galaxies is unknown. They may however represent a significant fraction of mass in the Universe. LSBGs are thought to be primitive systems because they have total masses similar to normal galaxies, but have typically converted less than 10% of their gas into stars. Spiral LSBGs do not obey Freeman's law.
http://astrothesaurus.org/uat/940;Ultradiffuse galaxy;A member of a particularly faint population of galaxies with a central surface brightness below the brightness of the background sky. The central regions of many of them resemble a dwarf galaxy, but most of the mass is contained in a large gaseous disk of low density that is observable only with long-exposure optical images or at radio wavelengths. Some are as massive as a large spiral galaxy, for example Malin 1. The proportion of LSBGs relative to normal galaxies is unknown. They may however represent a significant fraction of mass in the Universe. LSBGs are thought to be primitive systems because they have total masses similar to normal galaxies, but have typically converted less than 10% of their gas into stars. Spiral LSBGs do not obey Freeman's law.
http://astrothesaurus.org/uat/940;Ultra diffuse galaxies;A member of a particularly faint population of galaxies with a central surface brightness below the brightness of the background sky. The central regions of many of them resemble a dwarf galaxy, but most of the mass is contained in a large gaseous disk of low density that is observable only with long-exposure optical images or at radio wavelengths. Some are as massive as a large spiral galaxy, for example Malin 1. The proportion of LSBGs relative to normal galaxies is unknown. They may however represent a significant fraction of mass in the Universe. LSBGs are thought to be primitive systems because they have total masses similar to normal galaxies, but have typically converted less than 10% of their gas into stars. Spiral LSBGs do not obey Freeman's law.
http://astrothesaurus.org/uat/940;UDG;A member of a particularly faint population of galaxies with a central surface brightness below the brightness of the background sky. The central regions of many of them resemble a dwarf galaxy, but most of the mass is contained in a large gaseous disk of low density that is observable only with long-exposure optical images or at radio wavelengths. Some are as massive as a large spiral galaxy, for example Malin 1. The proportion of LSBGs relative to normal galaxies is unknown. They may however represent a significant fraction of mass in the Universe. LSBGs are thought to be primitive systems because they have total masses similar to normal galaxies, but have typically converted less than 10% of their gas into stars. Spiral LSBGs do not obey Freeman's law.
http://astrothesaurus.org/uat/940;Ultra-diffuse galaxies;A member of a particularly faint population of galaxies with a central surface brightness below the brightness of the background sky. The central regions of many of them resemble a dwarf galaxy, but most of the mass is contained in a large gaseous disk of low density that is observable only with long-exposure optical images or at radio wavelengths. Some are as massive as a large spiral galaxy, for example Malin 1. The proportion of LSBGs relative to normal galaxies is unknown. They may however represent a significant fraction of mass in the Universe. LSBGs are thought to be primitive systems because they have total masses similar to normal galaxies, but have typically converted less than 10% of their gas into stars. Spiral LSBGs do not obey Freeman's law.
http://astrothesaurus.org/uat/940;Ultra-diffuse galaxy;A member of a particularly faint population of galaxies with a central surface brightness below the brightness of the background sky. The central regions of many of them resemble a dwarf galaxy, but most of the mass is contained in a large gaseous disk of low density that is observable only with long-exposure optical images or at radio wavelengths. Some are as massive as a large spiral galaxy, for example Malin 1. The proportion of LSBGs relative to normal galaxies is unknown. They may however represent a significant fraction of mass in the Universe. LSBGs are thought to be primitive systems because they have total masses similar to normal galaxies, but have typically converted less than 10% of their gas into stars. Spiral LSBGs do not obey Freeman's law.
http://astrothesaurus.org/uat/940;Ultra diffuse galaxy;A member of a particularly faint population of galaxies with a central surface brightness below the brightness of the background sky. The central regions of many of them resemble a dwarf galaxy, but most of the mass is contained in a large gaseous disk of low density that is observable only with long-exposure optical images or at radio wavelengths. Some are as massive as a large spiral galaxy, for example Malin 1. The proportion of LSBGs relative to normal galaxies is unknown. They may however represent a significant fraction of mass in the Universe. LSBGs are thought to be primitive systems because they have total masses similar to normal galaxies, but have typically converted less than 10% of their gas into stars. Spiral LSBGs do not obey Freeman's law.
